y_true,y_pred,y_prob
0,0,0.0002163294266210869
0,0,0.005956783890724182
0,0,4.7712306695757434e-05
1,1,0.9528822302818298
0,0,1.921950388350524e-05
0,0,4.77132634841837e-05
0,0,0.030235636979341507
0,0,4.771212479681708e-05
0,0,0.001177564961835742
0,0,0.003214380005374551
0,0,0.028344737365841866
0,0,4.7712666855659336e-05
0,0,4.7712943342048675e-05
1,1,0.9450663328170776
0,0,4.7709028876852244e-05
0,0,0.005803712178021669
0,0,0.0006057702121324837
0,0,0.002500278642401099
0,0,0.0037736562080681324
0,0,0.00040371622890233994
0,1,0.9140741229057312
0,0,4.771271414938383e-05
0,0,4.7712030209368095e-05
0,0,0.010715365409851074
0,0,4.771248859469779e-05
0,0,4.771284875459969e-05
0,0,0.0004027113027404994
0,0,0.005418798420578241
0,0,1.6910573322093114e-05
0,0,4.771376188728027e-05
0,0,0.0031944941729307175
0,0,1.6851363398018293e-05
0,0,0.0005924422293901443
0,0,1.6774913092376664e-05
0,0,4.771248859469779e-05
1,1,0.9222062826156616
0,0,0.0014755838783457875
0,0,1.6920026610023342e-05
0,0,0.011571536771953106
0,0,0.003881311509758234
0,0,1.6948612028500065e-05
0,0,0.005092041101306677
0,0,0.004419177304953337
0,0,0.005617455113679171
0,0,0.11737722903490067
0,0,0.00027357766521163285
0,0,4.7711942897876725e-05
0,0,0.001900785369798541
0,0,0.035138070583343506
0,0,0.00358038442209363
0,0,0.0015654877061024308
0,0,0.000180815375642851
0,0,0.0005853028269484639
0,0,4.7712306695757434e-05
0,0,4.771207386511378e-05
0,0,1.7437681890442036e-05
0,0,4.771212479681708e-05
0,0,4.771367093781009e-05
0,0,4.7708890633657575e-05
0,0,4.771153180627152e-05
0,0,1.721483567962423e-05
0,0,4.7713081585243344e-05
0,0,4.771248859469779e-05
0,0,4.7712579544167966e-05
0,0,4.771248859469779e-05
1,1,0.9995262622833252
0,0,4.771248859469779e-05
0,0,1.7111260603996925e-05
0,0,4.7713579988339916e-05
0,0,4.771212479681708e-05
0,0,4.771212479681708e-05
0,0,4.771490057464689e-05
0,0,4.771248859469779e-05
0,0,0.011411946266889572
0,0,1.7288606613874435e-05
0,0,0.00022373271349351853
0,0,1.773489566403441e-05
0,0,0.001091424492187798
0,0,1.761253224685788e-05
0,0,0.007326238323003054
0,0,0.0017301338957622647
0,0,1.733298267936334e-05
0,0,0.006132614333182573
0,0,1.688706106506288e-05
0,0,4.7712306695757434e-05
0,0,4.7712441300973296e-05
0,0,0.02885737456381321
0,0,4.771184831042774e-05
0,0,0.004264547489583492
0,0,4.771176099893637e-05
0,0,4.7711804654682055e-05
0,0,0.013651910237967968
0,0,4.7713168896734715e-05
0,0,1.902884650917258e-05
0,0,4.771640305989422e-05
0,0,0.010647757910192013
0,0,1.68750666489359e-05
0,0,1.6953203157754615e-05
0,0,4.771221210830845e-05
0,0,0.0018198131583631039
1,1,0.9576550126075745
0,0,1.698294363450259e-05
0,0,4.7708803322166204e-05
0,0,4.77116227557417e-05
0,0,0.013115406036376953
0,0,4.7712306695757434e-05
0,0,4.771421299665235e-05
0,0,4.771212479681708e-05
0,0,0.012068547308444977
0,0,0.010769362561404705
0,0,4.771221210830845e-05
0,0,0.006002375390380621
0,0,1.9635685021057725e-05
0,0,0.24081778526306152
0,0,4.7713168896734715e-05
0,0,0.08076893538236618
0,0,4.771171370521188e-05
0,0,0.0025244061835110188
0,0,0.0004130590823478997
0,0,0.0016028243117034435
0,0,1.6908123143366538e-05
0,0,0.03450200334191322
1,1,0.9987572431564331
0,0,4.7711302613606676e-05
0,0,4.7711302613606676e-05
1,1,0.946246325969696
0,0,0.0013691162457689643
0,0,4.7711942897876725e-05
0,0,2.4696511900401674e-05
1,1,0.9991050362586975
0,0,0.019231485202908516
0,0,0.06126803904771805
0,0,2.098583718179725e-05
0,0,4.771148451254703e-05
0,0,8.913190686143935e-05
0,0,4.771207386511378e-05
0,0,0.004232157953083515
0,0,0.13025417923927307
0,0,0.006881117820739746
1,1,0.9486075639724731
0,0,1.9654269635793753e-05
0,0,0.019118720665574074
0,0,1.6864449207787402e-05
0,0,0.000630311609711498
0,0,1.6825508282636292e-05
1,1,0.7760438323020935
0,0,4.77132634841837e-05
0,0,4.7713441745145246e-05
0,0,4.7714394895592704e-05
1,1,0.968419075012207
0,0,0.00011553244257811457
0,0,0.0004658334073610604
0,0,1.679440902080387e-05
0,0,4.7711942897876725e-05
0,0,0.000796519685536623
0,0,0.004846750292927027
0,0,1.965589945029933e-05
0,0,0.0007975772605277598
1,1,0.9980807304382324
0,0,1.9058159523410723e-05
0,0,1.7550511984154582e-05
0,0,0.2956141233444214
1,1,0.9823262095451355
0,0,0.030955370515584946
0,0,0.37304797768592834
0,0,0.0015880565624684095
0,0,0.11917310208082199
0,0,4.7712943342048675e-05
0,0,0.00022237288067117333
0,0,4.771248859469779e-05
0,0,0.3672111928462982
0,0,4.7709028876852244e-05
0,0,0.041552431881427765
0,0,4.7712394007248804e-05
0,0,0.00021658928017131984
0,0,0.031108709052205086
0,0,1.690146564214956e-05
0,0,4.7712666855659336e-05
0,0,0.017021460458636284
0,0,4.7711302613606676e-05
0,0,0.16620856523513794
0,0,0.0064498046413064
0,0,0.0027194858994334936
0,0,0.011553851887583733
0,0,0.0021309785079210997
0,0,0.005170891992747784
0,0,0.22703614830970764
0,0,1.6889171092770994e-05
0,0,0.019633859395980835
0,0,1.678558692219667e-05
0,0,0.0005666093784384429
0,0,0.027314461767673492
0,0,4.77116227557417e-05
0,0,4.77116227557417e-05
0,0,4.771198655362241e-05
0,0,1.688878364802804e-05
0,0,4.7712394007248804e-05
0,0,0.0017931414768099785
0,0,1.6789668734418228e-05
0,0,1.678493026702199e-05
0,0,4.771189924213104e-05
0,0,0.001596640213392675
0,0,0.004307125229388475
0,0,9.237108315574005e-05
0,0,4.7712306695757434e-05
0,0,0.00028862597537226975
0,0,0.041524164378643036
0,0,1.6903479263419285e-05
0,0,4.771148451254703e-05
0,0,4.7712441300973296e-05
1,1,0.9933544397354126
0,0,0.0002829708391800523
0,0,4.7712306695757434e-05
0,0,4.7711942897876725e-05
0,0,4.771153180627152e-05
0,0,4.7711666411487386e-05
0,0,1.6917381799430586e-05
0,0,4.7711666411487386e-05
0,0,0.0002181788149755448
0,0,1.6986572518362664e-05
0,0,1.6830003005452454e-05
0,0,1.6827403669594787e-05
0,0,4.77116227557417e-05
0,0,4.770884697791189e-05
0,0,4.771298699779436e-05
0,0,0.00021748634753748775
0,0,0.004520923364907503
0,0,4.7711804654682055e-05
0,0,1.679559500189498e-05
0,0,1.6937172404141165e-05
0,0,4.7711666411487386e-05
0,0,4.7712306695757434e-05
0,0,4.7712030209368095e-05
0,0,4.77112116641365e-05
0,0,4.771125895786099e-05
0,0,4.771189924213104e-05
0,0,1.679532215348445e-05
0,0,4.7711579099996015e-05
1,1,0.942097008228302
0,0,4.77116227557417e-05
0,0,1.6790470908745192e-05
0,0,0.0015583981294184923
0,0,0.0012854866217821836
0,0,4.77116227557417e-05
0,0,4.7712306695757434e-05
0,0,0.000266856950474903
0,0,0.044155411422252655
0,0,0.008856073021888733
0,0,4.7711666411487386e-05
1,1,0.9180620312690735
0,0,4.771198655362241e-05
0,0,0.08278623968362808
0,0,0.02643926814198494
0,0,0.26979920268058777
0,0,0.024551067501306534
0,0,1.752769821905531e-05
0,0,4.771284875459969e-05
0,0,4.771276144310832e-05
0,0,0.005071592051535845
1,1,0.9528005123138428
0,0,0.0018276114715263247
0,0,0.018721653148531914
1,1,0.9681040644645691
0,0,1.688796328380704e-05
0,0,4.77116227557417e-05
0,0,1.7288062736042775e-05
0,0,0.001966791460290551
0,0,0.0022523251827806234
0,0,4.771148451254703e-05
0,0,1.689277996774763e-05
1,1,0.9999998807907104
0,0,0.0028400265146046877
0,0,4.7711302613606676e-05
0,0,4.771207386511378e-05
0,0,4.771171370521188e-05
0,0,4.771134990733117e-05
0,0,4.7712394007248804e-05
0,0,4.771171370521188e-05
0,0,1.9964456441812217e-05
0,0,4.7712666855659336e-05
0,0,4.771189924213104e-05
0,0,0.06153310090303421
0,0,4.7711942897876725e-05
0,0,0.0025539996568113565
1,1,0.9706566333770752
0,0,4.771276144310832e-05
1,0,0.4784001111984253
0,0,0.0001452649012207985
0,0,4.771176099893637e-05
1,1,0.9906152486801147
0,0,2.3841086658649147e-05
1,1,0.9944514632225037
0,0,4.7712168452562764e-05
0,0,0.023385604843497276
0,0,0.0030997898429632187
1,1,0.9422415494918823
0,0,4.771171370521188e-05
0,0,4.771248859469779e-05
0,0,0.0023420704528689384
0,0,4.7712394007248804e-05
0,0,4.7712030209368095e-05
0,0,4.7712306695757434e-05
0,0,4.771207386511378e-05
1,1,0.938154935836792
0,0,0.008770369924604893
0,0,4.771212479681708e-05
0,0,4.771212479681708e-05
0,0,8.963992149801925e-05
0,0,0.001783330924808979
0,0,4.7711666411487386e-05
0,0,0.00021165880025364459
0,0,4.771153180627152e-05
0,1,0.6465315222740173
0,0,0.16527718305587769
0,0,0.00021989991364534944
0,0,4.771248859469779e-05
0,0,4.771171370521188e-05
0,0,4.7712306695757434e-05
0,0,1.6773425159044564e-05
0,0,4.771189924213104e-05
0,0,2.0387220502016135e-05
0,0,2.0226176275173202e-05
0,0,0.00027257061447016895
0,0,0.10325957834720612
0,0,2.0022916942252778e-05
0,0,1.978674299607519e-05
0,0,1.976384737645276e-05
0,0,0.4234570562839508
0,0,1.9724380763364024e-05
0,0,4.771221210830845e-05
0,0,0.0006538134184665978
1,1,0.9754221439361572
1,1,0.9577608704566956
0,0,0.10786335170269012
0,0,0.009046971797943115
0,0,4.77116227557417e-05
0,0,4.7711666411487386e-05
0,0,4.771125895786099e-05
1,1,0.9999922513961792
0,0,0.009546112269163132
0,0,0.00010276299872202799
0,0,0.17496518790721893
0,0,4.771148451254703e-05
0,0,0.00021047827613074332
0,0,0.0006551291444338858
0,0,1.6793384929769672e-05
0,0,4.7711579099996015e-05
0,0,4.771176099893637e-05
1,1,0.9999749660491943
0,0,4.770884697791189e-05
0,0,0.00648950831964612
0,0,0.03587540239095688
0,0,0.03284241631627083
0,0,4.771125895786099e-05
0,0,0.1469390094280243
0,0,0.00010204303544014692
0,0,0.010654386132955551
0,0,4.771148451254703e-05
0,0,0.024584628641605377
0,0,0.013096706941723824
0,0,4.771171370521188e-05
0,1,0.6861249804496765
0,0,0.018513988703489304
0,0,4.7713943786220625e-05
0,0,4.771125895786099e-05
0,0,4.7712306695757434e-05
0,0,0.010841665789484978
0,0,4.7711393563076854e-05
0,0,4.771184831042774e-05
1,1,0.9141995310783386
0,0,4.7712394007248804e-05
0,0,4.771467138198204e-05
0,0,4.771148451254703e-05
0,0,0.0018066397169604897
0,0,0.005338354501873255
0,0,4.770911982632242e-05
1,1,0.9912661910057068
0,0,0.00010234298679279163
0,0,1.6819605662021786e-05
0,0,1.6875485016498715e-05
1,1,0.9747075438499451
0,0,0.04402000457048416
0,0,0.01583685725927353
0,0,0.01896161586046219
1,1,0.974484384059906
0,0,0.0002367849083384499
0,0,4.771207386511378e-05
0,0,1.7022686733980663e-05
0,0,0.00010284701420459896
0,0,0.00035494050825946033
0,0,0.12200359255075455
0,0,0.1222088634967804
0,0,4.7711666411487386e-05
0,0,4.7712306695757434e-05
0,0,1.6860090909176506e-05
0,0,1.707320006971713e-05
0,0,0.04473794624209404
0,0,0.010167435742914677
0,0,0.01081162877380848
0,0,4.77132125524804e-05
0,0,4.7712394007248804e-05
0,0,0.0015833419747650623
0,0,0.0038460097275674343
0,0,4.771212479681708e-05
1,1,0.9820659756660461
